Point;Latitude;Longitude;Contexte;Integration;NORTAV;NORTNAV;NORTXAV;NORTRAV;NORTXQ90;NORTXQ10;NORTNQ10;NORTNQ90;NORTXND;NORTNND;NORTNHT;NORTXHWD;NORTNCWD;NORTNFD;NORTXFD;NORSD;NORTR;NORHDD;NORCDD;
9664;46.3657;3.9482;RCP8.5;H2;12.75;8.09;17.4;9.31;29.72;6.33;-0.36;16.82;114;9;84;56;1;41;4;79;10;2071.97;415.67;
9665;46.3641;4.0521;RCP8.5;H2;12.57;8;17.13;9.13;29.57;5.86;-0.42;16.69;116;9;76;57;1;43;5;78;8;2130.55;408.03;
9666;46.3625;4.1561;RCP8.5;H2;12.52;8.32;16.73;8.42;29.22;5.17;-0.13;16.99;113;8;69;55;1;38;7;76;9;2149.38;409.26;
9667;46.3608;4.26;RCP8.5;H2;12.37;8.36;16.38;8.02;28.86;4.92;-0.11;17.21;114;8;71;55;1;37;7;73;10;2190.42;397.25;
9668;46.359;4.3639;RCP8.5;H2;12.24;8.41;16.08;7.67;28.56;4.69;-0.13;17.36;115;8;73;55;1;39;7;70;11;2222.83;384.56;
9669;46.3571;4.4679;RCP8.5;H2;12.16;8.42;15.91;7.49;28.37;4.57;-0.15;17.43;115;8;74;56;1;39;8;68;12;2243.31;377.67;
9670;46.3551;4.5718;RCP8.5;H2;12.41;8.45;16.37;7.93;28.93;4.98;-0.05;17.2;116;8;74;57;0;36;7;73;10;2179.73;399.19;
9671;46.353;4.6757;RCP8.5;H2;12.36;8.43;16.29;7.86;28.84;4.94;-0.05;17.29;114;8;75;56;0;37;7;72;11;2196.39;397.58;
9672;46.3508;4.7796;RCP8.5;H2;12.85;8.86;16.83;7.97;29.38;5.45;0.13;17.92;112;7;77;54;0;35;6;79;16;2092.4;464;
9673;46.3485;4.8835;RCP8.5;H2;13.85;9.78;17.92;8.14;30.38;6.48;0.82;19.16;111;7;85;55;0;26;3;90;27;1862.27;585.69;
9674;46.3462;4.9873;RCP8.5;H2;13.73;9.66;17.8;8.15;30.29;6.34;0.67;19.07;112;7;86;56;0;28;4;88;26;1892.51;573.04;
9675;46.3437;5.0912;RCP8.5;H2;13.63;9.5;17.75;8.25;30.16;6.3;0.57;18.57;112;8;82;56;0;29;4;88;21;1905.7;550.98;
9676;46.3411;5.1951;RCP8.5;H2;13.47;9.32;17.61;8.29;30.12;6.16;0.32;18.34;113;9;82;56;0;32;4;87;19;1941.27;529.46;
9677;46.3385;5.2989;RCP8.5;H2;13.34;9.19;17.49;8.3;30.02;6.02;0.17;18.24;113;9;82;56;0;34;5;86;18;1972.18;517.43;
9678;46.3357;5.4028;RCP8.5;H2;12.43;8.85;16.02;7.17;28.3;4.79;-0.11;18.25;112;6;88;54;1;39;7;68;20;2207.81;435.13;
9679;46.3328;5.5066;RCP8.5;H2;12.19;8.74;15.64;6.9;27.93;4.4;-0.31;18.52;116;6;97;58;0;40;8;63;23;2276.72;417.88;
9680;46.3299;5.6104;RCP8.5;H2;12.07;8.66;15.49;6.83;27.78;4.27;-0.41;18.48;117;7;97;58;0;42;9;61;23;2307.11;408.21;
9681;46.3269;5.7142;RCP8.5;H2;11.66;8.2;15.12;6.92;27.58;3.77;-0.81;18.09;118;7;95;56;1;47;10;58;21;2416.91;373.46;
9682;46.3237;5.818;RCP8.5;H2;10.21;7.12;13.3;6.18;25.58;2.33;-1.93;17.25;116;7;97;55;0;64;17;40;16;2815.88;260.83;
9683;46.3205;5.9218;RCP8.5;H2;8.85;6.1;11.61;5.51;23.64;1.05;-2.89;15.59;114;8;100;52;1;78;27;24;4;3177.99;147.73;
9684;46.3171;6.0256;RCP8.5;H2;11.19;7.49;14.88;7.39;27.41;3.47;-1.44;16.86;120;4;94;60;0;58;11;56;8;2520.89;309.42;
9687;46.3066;6.3368;RCP8.5;H2;12.7;9.09;16.31;7.22;28.68;4.97;0.5;18.14;106;3;79;49;0;29;5;71;19;2115.89;435.28;
9688;46.3029;6.4405;RCP8.5;H2;11.77;8.23;15.31;7.08;27.76;3.97;-0.41;17.43;109;4;82;52;0;42;7;59;15;2362.34;354.93;
9689;46.2991;6.5442;RCP8.5;H2;10.47;6.24;14.7;8.47;27.24;3.03;-2.19;14.43;119;5;68;61;0;71;12;57;0;2677.85;214.82;
9690;46.2952;6.6479;RCP8.5;H2;9.33;5.63;13.02;7.38;25.24;1.7;-2.86;13.9;114;6;72;56;0;91;20;38;0;2988.91;126;
9691;46.2912;6.7516;RCP8.5;H2;7.71;4.7;10.72;6.02;22.37;0.19;-3.74;13.02;106;6;72;50;0;109;35;16;0;3475.39;49.85;
9755;46.3856;-1.4613;RCP8.5;H2;14.48;11.47;17.5;6.03;26.35;9.64;4.25;18.44;74;8;59;24;1;5;0;49;18;1426.91;389.25;
9756;46.389;-1.3574;RCP8.5;H2;14.5;10.99;18.02;7.03;27.57;9.56;3.3;18.37;85;10;68;33;1;9;1;60;18;1470.64;437.93;
9757;46.3923;-1.2535;RCP8.5;H2;14.53;11.03;18.04;7.02;27.74;9.5;3.43;18.36;85;9;64;32;1;8;1;62;19;1469.06;447.42;
9758;46.3956;-1.1495;RCP8.5;H2;14.54;11.06;18.02;6.96;27.82;9.44;3.45;18.39;83;9;63;31;1;9;1;62;19;1473.41;452.1;
9759;46.3987;-1.0456;RCP8.5;H2;14.53;11.05;18.01;6.96;27.82;9.44;3.45;18.38;83;9;63;31;1;9;1;62;19;1475.13;451.28;
9760;46.4018;-0.9417;RCP8.5;H2;14.55;11.09;18.01;6.92;27.95;9.42;3.5;18.47;82;9;64;28;1;8;1;64;19;1472.72;455.61;
9761;46.4047;-0.8377;RCP8.5;H2;14.49;11.02;17.96;6.94;28.01;9.41;3.47;18.37;81;9;64;28;1;8;1;64;19;1488.29;450.9;
9762;46.4076;-0.7337;RCP8.5;H2;14.44;10.97;17.91;6.94;27.97;9.35;3.43;18.31;81;9;63;28;1;9;1;63;18;1500.07;445.69;
9763;46.4103;-0.6298;RCP8.5;H2;14.32;10.86;17.79;6.92;27.9;9.17;3.31;18.2;82;8;64;29;2;9;1;64;18;1534.1;438.98;
9764;46.413;-0.5258;RCP8.5;H2;14.19;10.34;18.04;7.7;28.48;8.91;2.56;17.95;90;9;72;34;2;13;2;72;16;1598.37;454.73;
9765;46.4156;-0.4218;RCP8.5;H2;14.1;10.25;17.95;7.69;28.43;8.79;2.5;17.85;90;9;72;34;2;14;2;72;15;1620.36;446.09;
9766;46.4181;-0.3178;RCP8.5;H2;13.94;10.09;17.8;7.72;28.42;8.63;2.35;17.69;90;9;71;35;2;14;2;71;15;1664.41;434.72;
9767;46.4204;-0.2138;RCP8.5;H2;13.81;9.95;17.67;7.72;28.37;8.46;2.22;17.55;91;9;71;35;2;15;2;70;14;1698.25;423.02;
9768;46.4227;-0.1097;RCP8.5;H2;13.3;9.31;17.29;7.99;28.14;7.89;1.48;16.96;93;9;72;36;1;20;3;67;11;1836.02;380.64;
9769;46.4249;-0.0057;RCP8.5;H2;13.16;9.11;17.2;8.09;28.25;7.62;0.96;17.17;97;10;80;40;1;25;3;67;12;1892.2;385.63;
9770;46.427;0.0983;RCP8.5;H2;13.26;9.2;17.32;8.12;28.36;7.76;1.05;17.24;96;10;79;39;1;24;3;68;12;1863.79;392.38;
9771;46.429;0.2024;RCP8.5;H2;13.38;9.32;17.45;8.13;28.48;7.85;1.16;17.32;96;10;79;39;1;23;3;70;12;1831.9;404.01;
9772;46.4309;0.3064;RCP8.5;H2;13.59;9.42;17.76;8.34;28.96;7.93;1.31;17.44;100;9;76;42;2;21;3;75;12;1784.32;428.1;
9773;46.4327;0.4105;RCP8.5;H2;13.51;9.36;17.67;8.32;28.88;7.84;1.24;17.38;100;9;76;42;2;22;3;74;12;1803.9;421.68;
9774;46.4345;0.5146;RCP8.5;H2;13.51;9.35;17.66;8.31;28.87;7.85;1.23;17.34;99;10;76;42;1;23;2;74;11;1806.66;421.92;
9775;46.4361;0.6187;RCP8.5;H2;13.59;9.41;17.77;8.35;28.9;7.96;1.41;17.39;99;10;75;42;1;21;2;75;12;1783.66;427.22;
9776;46.4376;0.7227;RCP8.5;H2;13.62;9.69;17.55;7.86;28.77;7.58;1.62;17.9;101;9;76;44;1;18;2;73;16;1789.37;442.62;
9777;46.439;0.8268;RCP8.5;H2;13.73;9.77;17.68;7.91;28.93;7.77;1.74;17.93;101;9;75;44;1;17;2;74;16;1763.59;453.18;
9778;46.4404;0.9309;RCP8.5;H2;13.65;9.72;17.59;7.86;28.83;7.68;1.69;17.91;101;9;76;43;1;18;2;73;16;1781.51;446.61;
9779;46.4416;1.035;RCP8.5;H2;13.59;9.65;17.52;7.87;28.78;7.63;1.54;17.82;101;9;75;44;1;18;2;74;15;1797.48;437.93;
9780;46.4428;1.1391;RCP8.5;H2;13.36;9.48;17.23;7.74;28.45;7.32;1.45;17.71;101;9;76;45;0;19;2;70;13;1852.29;413.14;
9781;46.4438;1.2432;RCP8.5;H2;13.57;9.7;17.43;7.72;28.81;7.24;1.6;18.04;106;8;74;48;0;17;3;74;17;1813.31;446.18;
9782;46.4448;1.3474;RCP8.5;H2;13.35;9.55;17.15;7.6;28.55;7.02;1.45;18.03;107;8;75;50;0;17;3;72;16;1867.78;424.97;
9783;46.4456;1.4515;RCP8.5;H2;12.98;9.28;16.69;7.41;28.21;6.61;1.18;17.85;108;8;80;49;0;20;3;66;16;1960.89;391.09;
9784;46.4464;1.5556;RCP8.5;H2;12.95;9.25;16.64;7.39;28.16;6.57;1.15;17.84;108;8;80;49;0;20;4;66;17;1970.48;388.29;
9785;46.4471;1.6597;RCP8.5;H2;12.66;9.05;16.27;7.22;27.84;6.21;0.87;17.68;108;9;84;49;1;25;4;61;17;2048.77;365.91;
9786;46.4476;1.7638;RCP8.5;H2;12.37;9.02;15.72;6.7;27.23;5.81;0.86;17.82;107;9;87;48;0;25;5;54;19;2126.13;341.55;
9787;46.4481;1.868;RCP8.5;H2;12.29;9;15.58;6.58;27.06;5.72;0.83;17.84;107;9;88;47;0;25;5;53;19;2146.94;335.26;
9788;46.4485;1.9721;RCP8.5;H2;12.23;8.97;15.5;6.53;26.99;5.63;0.83;17.81;106;9;87;49;1;25;5;53;18;2160.88;328.7;
9789;46.4488;2.0762;RCP8.5;H2;12.48;9.03;15.93;6.9;27.52;5.94;0.92;17.75;107;9;86;49;1;25;4;57;17;2094.52;349.25;
9790;46.449;2.1803;RCP8.5;H2;12.26;8.98;15.53;6.54;27.15;5.54;0.81;17.88;109;10;87;49;1;26;5;53;18;2156.54;333.34;
9791;46.4491;2.2845;RCP8.5;H2;12.62;8.84;16.39;7.55;28.2;6.08;0.68;17.41;112;9;82;52;1;28;4;63;13;2061;361.6;
9792;46.4491;2.3886;RCP8.5;H2;12.63;8.85;16.41;7.56;28.23;6.09;0.69;17.41;112;9;82;51;1;28;4;63;13;2058.21;362.56;
9793;46.449;2.4927;RCP8.5;H2;13.12;9.17;17.07;7.91;28.99;6.65;1.1;17.61;112;8;77;54;1;24;4;70;15;1939.87;416.48;
9794;46.4488;2.5969;RCP8.5;H2;13.34;9.52;17.15;7.63;29;6.71;1.49;18.2;110;7;78;51;1;20;3;71;18;1891.17;443.7;
9795;46.4485;2.701;RCP8.5;H2;13.12;9.2;17.04;7.84;28.94;6.53;1.16;17.89;111;8;78;53;1;23;3;70;16;1948.48;425.07;
9796;46.4481;2.8051;RCP8.5;H2;12.68;8.25;17.12;8.88;29.13;6.34;0.01;16.83;113;9;82;54;1;36;4;73;10;2065.62;388.15;
9797;46.4476;2.9092;RCP8.5;H2;12.86;8.17;17.54;9.37;29.71;6.51;-0.16;16.76;115;9;79;55;0;38;4;79;9;2031.6;412.23;
9798;46.4471;3.0134;RCP8.5;H2;12.33;7.93;16.73;8.81;28.83;5.83;-0.38;16.62;114;9;80;55;0;43;5;70;8;2166.54;363.56;
9799;46.4464;3.1175;RCP8.5;H2;12.27;7.82;16.71;8.9;28.92;5.81;-0.53;16.27;116;9;78;56;1;43;5;70;6;2175.48;350.55;
9800;46.4456;3.2216;RCP8.5;H2;12.83;8.15;17.5;9.35;29.64;6.52;-0.23;16.65;115;9;82;54;1;39;4;79;8;2040.18;411.36;
9801;46.4448;3.3257;RCP8.5;H2;13.25;8.5;18.01;9.5;30.08;7;0.09;17;114;9;82;53;1;35;3;85;9;1933.21;453.48;
9802;46.4438;3.4298;RCP8.5;H2;12.87;8.07;17.66;9.59;29.84;6.61;-0.4;16.74;116;10;82;54;1;41;4;81;7;2033.31;419.32;
9803;46.4428;3.5339;RCP8.5;H2;12.82;8.02;17.62;9.59;29.81;6.56;-0.46;16.7;116;10;82;54;1;42;4;80;7;2046.54;415.2;
9804;46.4416;3.638;RCP8.5;H2;12.7;8.03;17.37;9.34;29.72;6.28;-0.41;16.72;115;10;82;56;1;42;4;79;8;2079.03;404.6;
9805;46.4404;3.7421;RCP8.5;H2;12.67;8.02;17.32;9.3;29.7;6.23;-0.44;16.74;115;9;86;56;1;42;4;78;10;2091.02;406.48;
9806;46.4391;3.8462;RCP8.5;H2;12.72;8.07;17.37;9.31;29.75;6.29;-0.38;16.78;115;9;85;55;1;41;4;79;10;2076.5;410.71;
9807;46.4376;3.9503;RCP8.5;H2;12.89;8.22;17.56;9.34;29.84;6.49;-0.21;16.91;114;9;83;56;1;39;3;81;11;2034.36;426.88;
9808;46.4361;4.0544;RCP8.5;H2;12.66;8.1;17.22;9.12;29.69;5.95;-0.36;16.94;115;9;78;56;1;41;5;79;9;2108.96;419.33;
9809;46.4345;4.1585;RCP8.5;H2;12.51;7.95;17.07;9.12;29.57;5.78;-0.53;16.82;115;9;80;56;1;44;5;77;9;2150.22;406.96;
9810;46.4328;4.2626;RCP8.5;H2;12.54;8.34;16.74;8.4;29.29;5.19;-0.11;17.12;115;8;70;56;1;37;7;77;9;2149.14;413.7;
9811;46.431;4.3666;RCP8.5;H2;12.4;8.39;16.4;8.01;28.93;4.95;-0.1;17.23;115;8;72;55;1;38;7;73;10;2183.76;399.34;
9812;46.4291;4.4707;RCP8.5;H2;12.31;8.4;16.21;7.81;28.72;4.8;-0.1;17.3;115;8;73;55;1;38;7;71;11;2206.72;390.14;
9813;46.4271;4.5747;RCP8.5;H2;12.34;8.43;16.25;7.81;28.79;4.9;-0.06;17.3;114;8;75;56;0;37;7;72;11;2201.22;395.86;
9814;46.425;4.6788;RCP8.5;H2;12.41;8.43;16.39;7.97;28.95;5.01;-0.03;17.26;115;8;75;56;0;37;7;74;11;2183.84;402.63;
9815;46.4228;4.7828;RCP8.5;H2;12.94;8.95;16.92;7.97;29.45;5.55;0.23;17.99;112;7;76;53;0;33;5;80;17;2068.72;471.55;
9816;46.4205;4.8868;RCP8.5;H2;13.86;9.79;17.93;8.14;30.39;6.49;0.83;19.17;111;7;85;55;0;26;3;90;27;1860.27;586.53;
9817;46.4181;4.9909;RCP8.5;H2;13.76;9.69;17.83;8.14;30.31;6.38;0.72;19.1;111;7;86;56;0;27;4;88;27;1884.39;576.39;
9818;46.4156;5.0949;RCP8.5;H2;13.61;9.49;17.74;8.25;30.15;6.28;0.55;18.56;112;8;82;56;0;29;4;88;21;1909.83;549.33;
9819;46.413;5.1989;RCP8.5;H2;13.56;9.41;17.7;8.28;30.19;6.26;0.44;18.42;113;9;81;56;0;30;4;87;19;1918.82;538.07;
9820;46.4104;5.3028;RCP8.5;H2;13.28;9.4;17.15;7.75;29.39;5.89;0.53;18.38;108;9;83;53;0;30;4;81;19;1973.2;495.55;
9821;46.4076;5.4068;RCP8.5;H2;12.37;8.81;15.93;7.12;28.21;4.7;-0.16;18.23;113;6;89;54;0;40;7;67;20;2224.04;429.72;
9822;46.4048;5.5108;RCP8.5;H2;12.36;8.86;15.86;7;28.17;4.61;-0.18;18.57;116;6;96;57;0;39;7;65;23;2231.42;433.07;
9823;46.4018;5.6147;RCP8.5;H2;11.78;8.44;15.11;6.67;27.4;3.9;-0.66;18.36;117;7;99;59;0;44;10;57;23;2387.13;385.21;
9824;46.3988;5.7187;RCP8.5;H2;11.13;8.02;14.24;6.22;26.6;3.11;-1.09;18.16;118;8;100;56;1;51;14;49;22;2558.75;329.27;
9825;46.3956;5.8226;RCP8.5;H2;11.53;8.11;14.95;6.84;27.39;3.63;-0.89;18.01;118;7;95;56;1;48;11;56;21;2451;361.82;
9826;46.3924;5.9265;RCP8.5;H2;9.3;6.43;12.18;5.75;24.31;1.48;-2.57;15.89;114;8;99;52;0;74;23;30;5;3044.64;172.94;
9827;46.389;6.0304;RCP8.5;H2;8.55;5.67;11.44;5.77;23.36;0.87;-3.02;15.02;115;5;93;55;0;87;29;24;1;3260.84;124.2;
9828;46.3856;6.1343;RCP8.5;H2;11.65;7.84;15.46;7.62;28.07;3.93;-1.03;17.11;119;4;92;60;0;52;9;64;9;2397.96;347.57;
9831;46.3748;6.4459;RCP8.5;H2;13.11;9.46;16.75;7.29;29.07;5.42;0.9;18.43;105;3;79;47;0;26;4;75;21;2011.8;473.3;
9832;46.371;6.5498;RCP8.5;H2;11.97;8.14;15.81;7.66;28.33;4.24;-0.47;16.67;116;5;74;57;0;43;6;69;7;2286.72;350.04;
9833;46.3671;6.6536;RCP8.5;H2;10.62;6.43;14.81;8.38;27.36;3.02;-2.07;14.59;118;6;70;59;0;72;12;57;0;2628.61;216.19;
9834;46.3631;6.7574;RCP8.5;H2;8.82;5.34;12.3;6.96;24.34;1.23;-3.14;13.63;112;5;72;55;0;97;24;29;0;3134.9;97.07;
9896;46.4503;-1.6743;RCP8.5;H2;14.4;11.35;17.44;6.09;26.5;9.47;4.19;18.18;75;8;55;25;0;5;1;50;16;1451.11;382.58;
9897;46.4539;-1.5703;RCP8.5;H2;14.42;11.37;17.46;6.09;26.52;9.5;4.21;18.21;75;7;55;25;0;5;1;50;16;1446.19;384.72;
9898;46.4575;-1.4663;RCP8.5;H2;14.15;10.63;17.66;7.03;27.19;9.24;3.27;17.78;82;8;63;29;0;9;1;58;15;1553.11;396.68;
9899;46.4609;-1.3623;RCP8.5;H2;14.39;10.87;17.91;7.04;27.73;9.35;3.34;18.11;84;9;63;31;1;9;1;63;18;1507.54;433.08;
9900;46.4642;-1.2582;RCP8.5;H2;14.5;10.99;18;7.02;27.9;9.4;3.43;18.34;83;9;62;31;1;9;1;64;19;1485.15;448.92;
9901;46.4675;-1.1542;RCP8.5;H2;14.47;10.99;17.95;6.96;27.91;9.3;3.44;18.35;84;9;63;31;1;8;1;64;19;1494.03;449.55;
9902;46.4706;-1.0501;RCP8.5;H2;14.47;10.99;17.95;6.96;27.91;9.3;3.44;18.35;84;9;63;31;1;8;1;64;19;1494.03;449.55;
9903;46.4737;-0.946;RCP8.5;H2;14.33;10.85;17.82;6.97;27.91;9.14;3.31;18.09;83;9;64;30;1;9;1;63;17;1527.58;434.53;
9904;46.4766;-0.8419;RCP8.5;H2;14.29;10.77;17.8;7.03;27.9;9.17;3.23;18.03;82;9;63;30;1;10;1;64;17;1540.55;432.04;
9905;46.4795;-0.7378;RCP8.5;H2;14.11;10.59;17.63;7.04;27.81;8.96;3.07;17.79;83;9;63;31;2;11;1;62;16;1585.04;414.55;
9906;46.4823;-0.6337;RCP8.5;H2;14.11;10.59;17.62;7.03;27.83;8.88;3.12;17.83;84;9;63;30;1;11;1;63;15;1590.86;419.34;
9907;46.4849;-0.5296;RCP8.5;H2;13.95;10.09;17.82;7.73;28.32;8.64;2.39;17.71;90;9;70;35;1;14;2;71;16;1660.95;434.67;
9908;46.4875;-0.4254;RCP8.5;H2;13.61;9.65;17.57;7.92;28.12;8.3;1.88;17.29;92;10;71;36;1;17;2;69;12;1750.21;403.7;
9909;46.49;-0.3213;RCP8.5;H2;13.21;9.19;17.24;8.05;28.03;7.84;1.39;16.83;92;10;71;37;1;21;3;67;9;1855.98;369.94;
9910;46.4924;-0.2171;RCP8.5;H2;13.17;9.14;17.2;8.06;28.01;7.78;1.34;16.78;92;10;72;37;1;22;3;67;9;1868.09;366.52;
9911;46.4947;-0.113;RCP8.5;H2;13.2;9.19;17.21;8.02;28.07;7.78;1.3;16.92;92;10;72;38;1;21;3;67;10;1862.73;372.85;
9912;46.4969;-0.0088;RCP8.5;H2;13.38;9.42;17.34;7.91;28.22;7.93;1.53;17.18;92;9;72;38;1;19;3;67;11;1816.52;388;
9913;46.499;0.0954;RCP8.5;H2;13.2;9.15;17.25;8.1;28.34;7.65;0.97;17.23;96;10;79;39;1;24;3;67;11;1879.37;387.33;
9914;46.501;0.1996;RCP8.5;H2;13.24;9.2;17.28;8.08;28.35;7.67;1.05;17.22;96;10;78;39;1;24;3;67;11;1870.81;391.83;
9915;46.5029;0.3038;RCP8.5;H2;13.56;9.41;17.72;8.31;28.92;7.94;1.33;17.44;100;9;75;41;1;21;2;74;11;1791.36;426.37;
9916;46.5047;0.408;RCP8.5;H2;13.54;9.39;17.69;8.3;28.9;7.92;1.31;17.42;99;9;75;41;1;22;2;74;11;1796.74;424.54;
9917;46.5064;0.5122;RCP8.5;H2;13.54;9.39;17.7;8.31;28.9;7.88;1.36;17.4;99;9;75;42;1;22;3;74;12;1797.27;424.61;
9918;46.508;0.6164;RCP8.5;H2;13.68;9.52;17.83;8.31;28.97;8.02;1.51;17.48;100;9;77;43;1;20;2;75;13;1763.56;437.59;
9919;46.5096;0.7206;RCP8.5;H2;13.72;9.8;17.64;7.84;28.82;7.67;1.73;17.96;102;9;76;44;1;17;2;74;17;1767.43;454.51;
9920;46.511;0.8248;RCP8.5;H2;13.74;9.83;17.66;7.83;28.88;7.69;1.85;17.93;101;9;76;44;1;17;2;74;16;1760.81;456.22;
9921;46.5123;0.9291;RCP8.5;H2;13.7;9.8;17.6;7.8;28.81;7.64;1.82;17.92;101;9;77;44;1;17;2;74;16;1771.51;452.2;
9922;46.5136;1.0333;RCP8.5;H2;13.68;9.76;17.6;7.83;28.87;7.68;1.72;17.92;101;9;76;44;1;17;2;74;16;1774.89;449.32;
9923;46.5147;1.1375;RCP8.5;H2;13.6;9.7;17.51;7.81;28.88;7.43;1.63;17.89;103;9;74;46;0;17;2;74;15;1800.68;447.32;
9924;46.5158;1.2418;RCP8.5;H2;13.56;9.67;17.45;7.78;28.82;7.37;1.6;17.88;104;9;74;46;0;18;2;74;15;1811.56;443.21;
9925;46.5167;1.346;RCP8.5;H2;13.37;9.53;17.21;7.68;28.52;7.15;1.39;17.85;103;9;75;45;0;19;2;71;15;1859.07;423.41;
9926;46.5176;1.4503;RCP8.5;H2;13.35;9.6;17.1;7.5;28.52;6.98;1.51;18.15;107;8;79;49;0;17;3;71;19;1871.06;429.2;
9927;46.5184;1.5545;RCP8.5;H2;13.37;9.61;17.13;7.51;28.55;7;1.52;18.15;107;8;79;48;0;17;3;71;19;1865.38;431.08;
9928;46.519;1.6588;RCP8.5;H2;13.06;9.37;16.74;7.37;28.26;6.64;1.26;17.95;107;8;81;47;0;20;3;67;17;1947.73;403.77;
9929;46.5196;1.7631;RCP8.5;H2;12.76;9.16;16.36;7.2;27.99;6.3;0.99;17.87;107;8;84;48;0;23;4;62;19;2030.84;381.92;
9930;46.5201;1.8673;RCP8.5;H2;12.77;9.17;16.37;7.2;28.01;6.32;1;17.87;107;8;84;48;0;22;4;63;19;2027.02;382.95;
9931;46.5205;1.9716;RCP8.5;H2;12.78;9.21;16.35;7.14;28.02;6.3;1.13;17.97;106;8;84;47;0;22;4;62;19;2025.99;385.85;
9932;46.5208;2.0759;RCP8.5;H2;12.87;9.28;16.46;7.18;28.13;6.4;1.21;17.99;106;8;83;47;0;21;4;63;19;2001.45;392.61;
9933;46.5209;2.1801;RCP8.5;H2;12.6;9.12;16.08;6.96;27.75;6.07;0.97;17.97;106;8;85;47;0;24;4;60;19;2076.31;372.92;
9934;46.521;2.2844;RCP8.5;H2;12.82;9.2;16.43;7.23;28.34;6.2;1.06;18.07;110;8;83;50;1;23;4;62;19;2024.6;396.99;
9935;46.521;2.3887;RCP8.5;H2;12.86;9.21;16.5;7.28;28.42;6.25;1.08;18.07;110;8;82;50;1;23;4;62;18;2015.19;400.5;
9936;46.5209;2.4929;RCP8.5;H2;13.03;9.16;16.9;7.74;28.92;6.49;1.07;17.74;110;8;80;51;1;23;4;69;16;1973.56;419.3;
9937;46.5208;2.5972;RCP8.5;H2;13.51;9.63;17.38;7.75;29.2;6.97;1.62;18.25;109;7;77;50;1;18;3;74;19;1847.19;460.65;
9938;46.5205;2.7015;RCP8.5;H2;12.49;8.07;16.9;8.83;28.9;6.16;-0.19;16.74;112;9;83;52;1;39;5;71;9;2122.13;375.17;
9939;46.5201;2.8057;RCP8.5;H2;12.26;7.85;16.68;8.83;28.81;5.86;-0.42;16.56;114;10;84;56;1;43;5;68;8;2182.92;357.78;
9940;46.5196;2.91;RCP8.5;H2;12.46;8.03;16.88;8.85;28.95;6.09;-0.22;16.75;112;9;85;52;1;41;5;71;9;2134.13;376.68;
9941;46.519;3.0143;RCP8.5;H2;12.77;8.09;17.46;9.37;29.61;6.43;-0.26;16.82;114;9;82;54;1;40;4;79;8;2057.41;409;
9942;46.5184;3.1185;RCP8.5;H2;12.89;8.17;17.61;9.44;29.78;6.64;-0.19;16.68;115;10;78;53;1;38;4;80;7;2022.66;416.39;
9943;46.5176;3.2228;RCP8.5;H2;12.48;8.01;16.95;8.94;29.05;6.21;-0.29;16.58;113;9;81;53;1;40;5;72;7;2123.45;375.78;
9944;46.5167;3.327;RCP8.5;H2;12.99;8.29;17.69;9.4;29.86;6.65;-0.15;16.83;114;9;81;51;1;38;3;83;9;2001.67;430.47;
9945;46.5158;3.4313;RCP8.5;H2;12.69;8;17.38;9.38;29.63;6.29;-0.48;16.71;115;10;82;52;1;44;4;79;8;2084.01;407.1;
9946;46.5147;3.5355;RCP8.5;H2;12.8;8.1;17.5;9.4;29.72;6.41;-0.36;16.79;115;10;82;52;1;41;4;81;8;2054.74;415.8;
9947;46.5136;3.6398;RCP8.5;H2;12.88;8.18;17.57;9.39;29.86;6.48;-0.29;16.84;115;9;84;54;1;40;4;82;9;2035.29;424.36;
9948;46.5124;3.744;RCP8.5;H2;12.91;8.23;17.6;9.37;29.83;6.52;-0.22;16.97;113;9;83;54;0;38;3;82;11;2030.76;432.4;
9949;46.511;3.8482;RCP8.5;H2;12.82;8.14;17.5;9.35;29.74;6.42;-0.32;16.9;114;9;84;54;0;40;4;81;11;2056.03;424.61;
9950;46.5096;3.9525;RCP8.5;H2;12.5;7.96;17.05;9.09;29.49;5.81;-0.54;16.83;115;8;81;55;1;44;6;77;10;2152.79;408.41;
9951;46.5081;4.0567;RCP8.5;H2;12.57;8.01;17.13;9.11;29.56;5.87;-0.42;16.92;114;8;79;55;0;42;5;78;9;2134.81;414.12;
9952;46.5064;4.1609;RCP8.5;H2;12.61;8.05;17.17;9.12;29.59;5.91;-0.37;16.95;114;8;78;55;0;41;5;79;10;2123.99;417.17;
9953;46.5047;4.2651;RCP8.5;H2;12.43;8.37;16.48;8.11;28.94;5.04;-0.11;17.3;112;8;71;54;1;37;7;73;11;2178.59;405.17;
9954;46.5029;4.3693;RCP8.5;H2;12.46;8.42;16.5;8.08;29;5.05;-0.07;17.25;114;7;72;56;0;37;7;74;11;2168.84;405.57;
9955;46.501;4.4735;RCP8.5;H2;12.47;8.41;16.53;8.12;29.04;5.09;-0.07;17.25;114;7;72;56;0;37;7;74;11;2164.99;407.09;
9956;46.499;4.5777;RCP8.5;H2;12.93;8.72;17.15;8.43;29.67;5.65;0.28;17.56;113;7;73;56;0;34;5;81;12;2056.57;457.98;
9957;46.4969;4.6819;RCP8.5;H2;12.99;8.77;17.2;8.44;29.72;5.71;0.33;17.61;113;7;73;56;0;33;5;81;12;2042.66;463.24;
