Point;Latitude;Longitude;Contexte;Integration;NORPAV;NORPINT;NORRR;NORPFL90;NORRR1MM;NORPXCWD;NORPN20MM;NORPXCDD;
2756;42.8877;-0.4491;RCP8.5;H1;6.21;14.5;2269.16;62.86;155.17;12;37;19;
2757;42.8902;-0.3514;RCP8.5;H1;5.3;11.94;1936.37;60.95;160.33;12;28;19;
2758;42.8926;-0.2537;RCP8.5;H1;4.66;10.43;1702.76;60.75;160.73;12;21;18;
2759;42.895;-0.156;RCP8.5;H1;3.81;9.34;1392.49;61.57;146.53;11;17;21;
2760;42.8972;-0.0584;RCP8.5;H1;3.54;8.5;1293.07;61.19;148.9;11;13;21;
2761;42.8993;0.0393;RCP8.5;H1;3.8;9.73;1387.81;64.45;140.13;10;18;22;
2762;42.9014;0.137;RCP8.5;H1;4.16;9.84;1517.6;60.44;151.87;10;19;19;
2763;42.9034;0.2348;RCP8.5;H1;3.48;8.62;1272.45;61.75;144.8;11;14;20;
2764;42.9052;0.3325;RCP8.5;H1;3.26;8.16;1188.86;61.09;142.7;9;12;21;
2765;42.907;0.4302;RCP8.5;H1;3.28;8.6;1197.12;63.1;136.57;10;14;22;
2766;42.9087;0.5279;RCP8.5;H1;3.15;7.96;1149.8;61.91;141.47;10;12;21;
2767;42.9103;0.6257;RCP8.5;H1;2.91;7.87;1063.28;63.21;132.3;9;11;21;
2768;42.9118;0.7234;RCP8.5;H1;3.62;8.62;1321.69;60.04;150.6;10;15;20;
2769;42.9133;0.8211;RCP8.5;H1;3.61;8.57;1317.74;59.85;151.03;10;15;20;
2770;42.9146;0.9189;RCP8.5;H1;3.95;9.12;1442;59.48;155.7;11;18;20;
2771;42.9159;1.0166;RCP8.5;H1;3.69;8.65;1348.24;59.47;153.6;11;16;19;
2772;42.917;1.1144;RCP8.5;H1;3.86;9.1;1408.6;60.16;152.63;10;18;19;
2773;42.9181;1.2122;RCP8.5;H1;3.61;8.45;1319.63;59.84;153.73;11;15;19;
2774;42.9191;1.3099;RCP8.5;H1;3.88;9.03;1418.11;60.04;154.73;11;18;19;
2775;42.92;1.4077;RCP8.5;H1;4.01;9.43;1462.95;60.64;152.9;11;20;19;
2776;42.9208;1.5055;RCP8.5;H1;3.42;9.27;1249.05;65.26;132.73;9;16;22;
2777;42.9215;1.6032;RCP8.5;H1;3.2;8.62;1167.7;64.82;133.37;9;14;21;
2778;42.9221;1.701;RCP8.5;H1;3.15;8.83;1150.38;65.29;128.13;8;14;23;
2779;42.9227;1.7988;RCP8.5;H1;2.76;7.83;1008.89;65.97;126.5;8;11;22;
2780;42.9231;1.8966;RCP8.5;H1;2.69;7.6;983.09;65.89;126.93;8;10;22;
2781;42.9235;1.9943;RCP8.5;H1;2.65;7.24;966.36;66.04;130.8;8;9;20;
2782;42.9237;2.0921;RCP8.5;H1;2.59;7.22;945;66.8;128.1;8;8;21;
2783;42.9239;2.1899;RCP8.5;H1;2.44;6.85;890.67;66.59;126.93;8;7;21;
2784;42.924;2.2877;RCP8.5;H1;2.51;6.98;916.34;66.29;127.97;8;8;20;
2785;42.924;2.3855;RCP8.5;H1;2.68;7.54;980.51;67.51;127.17;9;9;21;
2786;42.9239;2.4833;RCP8.5;H1;2.97;9.4;1085.6;74.78;113.67;8;13;24;
2787;42.9237;2.581;RCP8.5;H1;2.83;9.05;1032.3;75.19;111.53;8;12;22;
2788;42.9235;2.6788;RCP8.5;H1;2.75;8.82;1004.23;75.03;111.23;8;11;22;
2789;42.9231;2.7766;RCP8.5;H1;1.85;9.61;674.92;87.59;68.13;7;7;34;
2790;42.9227;2.8744;RCP8.5;H1;1.87;9.72;682.62;88.18;68.17;6;8;34;
2791;42.9221;2.9722;RCP8.5;H1;1.68;8.94;612.8;88.19;66.4;6;7;35;
2854;42.7086;9.1156;RCP8.5;H1;1.8;8.28;658.32;81.12;77.13;6;7;42;
2855;42.7023;9.2127;RCP8.5;H1;1.8;8.53;658.84;83.03;74.73;6;7;42;
2856;42.696;9.3097;RCP8.5;H1;1.83;8.71;668.1;83.84;74.57;5;8;40;
2857;42.6896;9.4067;RCP8.5;H1;2.37;10.23;866.06;82.29;82.87;6;12;37;
2895;42.9486;-0.8436;RCP8.5;H1;5.9;14.02;2153.93;64.38;152.37;11;34;19;
2896;42.9515;-0.7458;RCP8.5;H1;6.98;15.84;2549.77;62.35;159.83;12;42;19;
2897;42.9543;-0.6481;RCP8.5;H1;5.77;12.68;2109.19;59.69;164.73;12;31;19;
2898;42.9569;-0.5503;RCP8.5;H1;5.93;13.42;2165.04;60.88;159.97;11;34;19;
2899;42.9595;-0.4525;RCP8.5;H1;5.98;13.42;2182.88;61.13;161.13;12;33;18;
2900;42.962;-0.3547;RCP8.5;H1;6.71;13.45;2450.36;57;180.43;16;38;15;
2901;42.9645;-0.2569;RCP8.5;H1;3.96;8.22;1445.55;56.12;172.6;15;13;17;
2902;42.9668;-0.1591;RCP8.5;H1;3.52;8.09;1286.17;58.46;156;13;13;20;
2903;42.969;-0.0613;RCP8.5;H1;3.22;7.58;1175.18;60.06;151.5;12;12;20;
2904;42.9712;0.0365;RCP8.5;H1;3.68;9.18;1342.24;62.94;143.37;10;16;22;
2905;42.9732;0.1343;RCP8.5;H1;3.98;8.38;1452.13;56.72;170.23;13;15;16;
2906;42.9752;0.2321;RCP8.5;H1;3.87;8.15;1414.37;56.29;170.3;14;14;16;
2907;42.9771;0.33;RCP8.5;H1;4.31;10.03;1574.81;59.6;154.77;11;21;20;
2908;42.9789;0.4278;RCP8.5;H1;3.6;8.66;1316.03;60.9;149.13;10;15;20;
2909;42.9806;0.5257;RCP8.5;H1;3.55;8.64;1297.32;61.23;147.43;10;14;20;
2910;42.9822;0.6235;RCP8.5;H1;3.29;8.07;1199.92;61.92;145.6;10;13;19;
2911;42.9837;0.7214;RCP8.5;H1;2.68;7.3;977.76;63.14;130.83;9;8;23;
2912;42.9851;0.8192;RCP8.5;H1;3.29;7.67;1200.54;58.7;153.6;11;11;19;
2913;42.9865;0.9171;RCP8.5;H1;3.27;7.5;1192.85;57.58;156.07;11;11;20;
2914;42.9877;1.015;RCP8.5;H1;3.21;8.32;1173.95;62.37;138.9;9;13;21;
2915;42.9889;1.1129;RCP8.5;H1;3;7.72;1095.83;61.74;139.53;9;10;21;
2916;42.99;1.2108;RCP8.5;H1;2.97;7.65;1084.97;62.26;139.23;10;10;21;
2917;42.9909;1.3086;RCP8.5;H1;2.99;7.72;1092.81;62.37;138.87;10;10;21;
2918;42.9918;1.4065;RCP8.5;H1;3.03;7.76;1106.45;62.17;139.63;10;11;21;
2919;42.9927;1.5044;RCP8.5;H1;3.11;8.41;1134.06;64.76;132.43;9;13;21;
2920;42.9934;1.6023;RCP8.5;H1;2.98;7.99;1089.38;64.08;133.9;9;12;21;
2921;42.994;1.7002;RCP8.5;H1;3.01;8.39;1099.43;64.93;128.83;8;12;23;
2922;42.9945;1.7981;RCP8.5;H1;2.59;7.33;946.25;65.6;126.6;8;9;23;
2923;42.995;1.896;RCP8.5;H1;2.57;7.27;938.78;65.61;126.63;8;9;23;
2924;42.9953;1.9939;RCP8.5;H1;2.56;7.04;936.57;65.88;130.1;8;8;20;
2925;42.9956;2.0918;RCP8.5;H1;2.55;7.12;930.6;66.75;127.8;8;8;21;
2926;42.9958;2.1897;RCP8.5;H1;2.45;6.87;895.86;66.55;127.23;8;7;21;
2927;42.9959;2.2876;RCP8.5;H1;2.57;7.1;936.99;66.34;128.7;8;8;20;
2928;42.9959;2.3855;RCP8.5;H1;2.74;7.69;1002.23;67.46;127.5;9;9;21;
2929;42.9958;2.4834;RCP8.5;H1;2.89;9.14;1057.06;74.65;113.77;9;12;24;
2930;42.9956;2.5813;RCP8.5;H1;2.71;8.72;989.8;74.99;110.87;8;11;22;
2931;42.9953;2.6792;RCP8.5;H1;2.67;8.64;976.95;74.96;110.37;8;10;22;
2932;42.995;2.7771;RCP8.5;H1;1.8;9.44;658.45;87.56;67.53;7;7;34;
2933;42.9945;2.875;RCP8.5;H1;1.78;9.37;648.89;88.2;67.17;6;7;35;
2934;42.994;2.9729;RCP8.5;H1;1.67;8.93;611.15;88.21;66.3;6;7;35;
2999;42.7676;9.3183;RCP8.5;H1;2.03;9.59;741.93;84.32;75.33;5;9;38;
3000;42.7612;9.4155;RCP8.5;H1;2.52;11.12;920.22;82.71;80.93;5;13;37;
3033;43.0047;-1.3367;RCP8.5;H1;5.47;13.09;1996.95;64;151;11;31;20;
3036;43.0144;-1.0433;RCP8.5;H1;5.86;14.07;2139.22;64.61;150.5;10;34;20;
3037;43.0175;-0.9454;RCP8.5;H1;5.24;12.68;1914.71;62.99;149.2;9;29;20;
3038;43.0204;-0.8475;RCP8.5;H1;5.24;12.66;1913.07;63;149.23;10;29;20;
3039;43.0233;-0.7497;RCP8.5;H1;5.48;13.05;2000.93;62.91;151.8;10;32;20;
3040;43.0261;-0.6518;RCP8.5;H1;4.81;11.29;1755.71;62.25;153.8;11;26;20;
3041;43.0288;-0.5539;RCP8.5;H1;5.08;12.3;1855.63;63.92;149.13;10;29;21;
3042;43.0313;-0.456;RCP8.5;H1;5.05;11.98;1844.39;62.73;152.3;12;27;21;
3043;43.0339;-0.3581;RCP8.5;H1;5.34;12.73;1950.82;63.77;151.8;10;29;19;
3044;43.0363;-0.2602;RCP8.5;H1;4.57;10.86;1669.58;61.6;151.93;11;24;19;
3045;43.0386;-0.1623;RCP8.5;H1;3.04;7.56;1110.19;61.81;143.6;10;10;22;
3046;43.0408;-0.0643;RCP8.5;H1;3.6;8.76;1313.93;62.7;147.57;10;17;20;
3047;43.043;0.0336;RCP8.5;H1;3.7;8.97;1350.24;62.92;148.1;10;18;20;
3048;43.0451;0.1316;RCP8.5;H1;3.83;9.23;1398.81;61.68;149.4;10;17;20;
3049;43.047;0.2295;RCP8.5;H1;3.72;9;1360.06;61.53;148.83;10;16;20;
3050;43.0489;0.3275;RCP8.5;H1;3.6;8.72;1314.34;60.87;148.77;10;15;22;
3051;43.0507;0.4254;RCP8.5;H1;3.11;7.83;1135.66;62.77;142;10;11;20;
3052;43.0524;0.5234;RCP8.5;H1;3.06;7.69;1118.08;62.57;142.2;10;11;20;
3053;43.054;0.6214;RCP8.5;H1;2.56;6.93;936.49;61.95;132.07;8;7;23;
3054;43.0555;0.7194;RCP8.5;H1;2.43;6.8;886.08;62.81;126.8;9;6;24;
3055;43.057;0.8174;RCP8.5;H1;2.4;6.75;877.52;62.8;126.5;9;6;25;
3056;43.0583;0.9153;RCP8.5;H1;2.42;6.64;883.24;62.93;129.57;8;6;22;
3057;43.0596;1.0133;RCP8.5;H1;2.81;7.46;1026.03;62.78;134.93;9;9;21;
3058;43.0607;1.1113;RCP8.5;H1;2.87;7.61;1048.39;62.97;135.07;9;9;21;
3059;43.0618;1.2093;RCP8.5;H1;2.95;7.57;1077.28;62.52;139.7;9;10;20;
3060;43.0628;1.3074;RCP8.5;H1;2.92;7.5;1065.92;62.43;139.57;9;10;20;
3061;43.0637;1.4054;RCP8.5;H1;2.87;7.54;1049.53;62.4;136.27;9;9;21;
3062;43.0645;1.5034;RCP8.5;H1;2.23;6.93;814.29;68.08;114.93;8;7;25;
3063;43.0652;1.6014;RCP8.5;H1;2.2;6.85;802.25;68.06;114.53;8;6;25;
3064;43.0659;1.6994;RCP8.5;H1;2.15;6.79;783.51;68.29;112.8;8;6;25;
3065;43.0664;1.7974;RCP8.5;H1;2.38;6.94;870.73;66.03;122.1;8;7;23;
3066;43.0668;1.8955;RCP8.5;H1;2.39;6.95;871.74;66.03;122.13;8;7;23;
3067;43.0672;1.9935;RCP8.5;H1;2.16;6.99;790.42;70.27;109.93;8;7;25;
3068;43.0675;2.0915;RCP8.5;H1;2.11;6.78;771.92;69.92;110.77;8;6;24;
3069;43.0677;2.1895;RCP8.5;H1;2.03;6.52;739.67;69.59;110.23;8;6;24;
3070;43.0677;2.2876;RCP8.5;H1;2.07;6.69;755.9;69.65;110.13;8;6;25;
3071;43.0677;2.3856;RCP8.5;H1;2.17;7.15;793.69;70.69;108.2;8;6;24;
3072;43.0677;2.4836;RCP8.5;H1;2.13;8.66;776.24;81.59;87.6;7;9;30;
3073;43.0675;2.5816;RCP8.5;H1;2.03;8.56;739.6;82.1;84.1;7;8;29;
3074;43.0672;2.6797;RCP8.5;H1;1.99;8.44;725.51;82.08;83.67;7;8;29;
3075;43.0669;2.7777;RCP8.5;H1;1.77;9.47;645.06;88.28;66.23;7;8;36;
3076;43.0664;2.8757;RCP8.5;H1;1.73;9.51;631.64;88.69;64.2;7;8;36;
3077;43.0659;2.9737;RCP8.5;H1;1.63;9.12;597.12;88.74;63.2;7;7;37;
3078;43.0652;3.0718;RCP8.5;H1;1.63;9.12;597.12;88.74;63.2;7;7;37;
3142;42.8392;9.327;RCP8.5;H1;2.13;10.04;778.86;84.42;75.67;5;10;38;
3143;42.8327;9.4242;RCP8.5;H1;2.26;10.08;824.96;82.49;79.9;6;10;38;
3175;43.0731;-1.4392;RCP8.5;H1;5.09;12.2;1859.79;64.01;150.77;11;28;21;
3176;43.0765;-1.3413;RCP8.5;H1;5.08;12.36;1856.15;63.6;148.27;11;28;22;
3177;43.0799;-1.2434;RCP8.5;H1;5.16;12.35;1883.49;62.43;150.67;10;29;20;
3178;43.0831;-1.1454;RCP8.5;H1;4.93;11.89;1800.11;62.57;149.47;10;27;21;
3179;43.0862;-1.0475;RCP8.5;H1;5.14;12.63;1878.02;63.92;146.97;10;28;21;
3180;43.0893;-0.9495;RCP8.5;H1;4.85;11.73;1771.94;63.21;149.6;10;25;20;
3181;43.0922;-0.8515;RCP8.5;H1;4.32;10.16;1577.71;59.97;153.4;11;20;20;
3182;43.0951;-0.7535;RCP8.5;H1;4.33;10.19;1580.94;60.25;153.3;10;20;19;
3183;43.0979;-0.6555;RCP8.5;H1;3.67;9.09;1339.71;61.11;145.27;9;16;20;
3184;43.1006;-0.5575;RCP8.5;H1;4.31;10.25;1573.21;61.96;151.5;10;22;19;
3185;43.1032;-0.4595;RCP8.5;H1;3.74;9.28;1365.2;61.62;145.07;10;17;21;
3186;43.1057;-0.3615;RCP8.5;H1;3.75;9.25;1369.84;60.74;146;10;17;20;
3187;43.1081;-0.2634;RCP8.5;H1;3.67;9.09;1338.69;60.74;145.13;10;16;20;
3188;43.1104;-0.1654;RCP8.5;H1;3.63;8.98;1326.1;61.01;145.33;10;16;19;
3189;43.1127;-0.0673;RCP8.5;H1;3.34;8.12;1221.4;61.44;147.5;10;13;19;
3190;43.1148;0.0307;RCP8.5;H1;3.34;8.12;1220.99;61.44;147.5;10;13;19;
3191;43.1169;0.1288;RCP8.5;H1;3.35;8.22;1222.13;61.73;146.2;10;13;21;
3192;43.1189;0.2269;RCP8.5;H1;3.29;8.09;1200.45;61.63;145.87;10;12;21;
3193;43.1208;0.325;RCP8.5;H1;2.86;7.93;1044.61;64.08;129.3;9;10;24;
3194;43.1226;0.4231;RCP8.5;H1;2.92;8;1066.92;64.07;131;9;11;23;
3195;43.1243;0.5211;RCP8.5;H1;2.87;7.86;1049.7;63.84;131.07;9;10;23;
3196;43.1259;0.6192;RCP8.5;H1;2.85;7.77;1040.62;63.61;131.57;9;10;22;
3197;43.1274;0.7173;RCP8.5;H1;2.42;6.72;884.8;63;128.23;9;6;23;
3198;43.1288;0.8155;RCP8.5;H1;2.4;6.68;877.68;63.02;127.93;9;6;23;
3199;43.1302;0.9136;RCP8.5;H1;2.37;6.65;866.42;62.98;126.5;9;6;22;
3200;43.1314;1.0117;RCP8.5;H1;2.39;6.69;871.41;63;126.6;9;6;22;
3201;43.1326;1.1098;RCP8.5;H1;2.78;7.39;1015.11;62.43;134.63;9;8;20;
3202;43.1337;1.2079;RCP8.5;H1;2.4;6.64;878.09;63.12;128.6;9;6;22;
3203;43.1347;1.3061;RCP8.5;H1;2.1;6.71;765.41;68.1;111.3;8;5;26;
3204;43.1356;1.4042;RCP8.5;H1;2.11;6.73;768.9;68.08;111.5;8;5;26;
3205;43.1364;1.5023;RCP8.5;H1;2.15;6.8;786.66;68.49;113;7;6;25;
3206;43.1371;1.6005;RCP8.5;H1;2.12;6.71;773.17;68.46;112.47;7;6;25;
3207;43.1377;1.6986;RCP8.5;H1;2.11;6.75;771.79;68.19;111.9;7;5;25;
3208;43.1383;1.7968;RCP8.5;H1;2.11;6.89;771.75;70.53;108.8;7;6;25;
3209;43.1387;1.8949;RCP8.5;H1;2.13;6.94;778.93;70.64;109.03;7;6;25;
3210;43.1391;1.9931;RCP8.5;H1;2.09;6.83;761.8;71.13;108.53;7;6;24;
3211;43.1393;2.0912;RCP8.5;H1;2.04;6.6;743.71;70.78;109.5;7;6;23;
3212;43.1395;2.1894;RCP8.5;H1;2.08;6.74;759.52;71;109.7;7;6;23;
3213;43.1396;2.2875;RCP8.5;H1;1.93;6.56;704;71.74;103.77;7;5;25;
3214;43.1396;2.3857;RCP8.5;H1;2.06;6.84;753.12;72.06;106.8;8;5;23;
3215;43.1395;2.4838;RCP8.5;H1;2.07;6.86;756.34;72.1;106.9;8;6;23;
3216;43.1394;2.5819;RCP8.5;H1;2.03;8.7;742.69;82.64;83.1;8;8;29;
3217;43.1391;2.6801;RCP8.5;H1;1.9;8.33;694.07;82.64;80.67;8;8;30;
3218;43.1387;2.7782;RCP8.5;H1;1.81;8.15;661.09;83.48;78.17;8;7;33;
3219;43.1383;2.8764;RCP8.5;H1;1.67;9.26;611.32;88.74;64.13;7;7;36;
3220;43.1377;2.9745;RCP8.5;H1;1.62;9.05;593.1;88.83;63.63;7;7;37;
3221;43.1371;3.0727;RCP8.5;H1;1.61;9.09;587.25;89.21;61.83;6;7;35;
3249;43.0831;5.8186;RCP8.5;H1;1.75;10.47;640.39;90.81;59.83;5;8;51;
3251;43.0766;6.0145;RCP8.5;H1;1.8;10.9;657.07;90.63;59;5;8;52;
3252;43.0732;6.1124;RCP8.5;H1;1.75;10.42;637.51;90.16;60.13;5;8;49;
3285;42.9107;9.3357;RCP8.5;H1;2.34;10.24;853.76;82.6;81.3;6;11;34;
3286;42.9043;9.433;RCP8.5;H1;2.13;9.46;778.15;82.47;80.1;6;9;34;
3319;43.1483;-1.3459;RCP8.5;H1;4.65;11.35;1699.58;63.71;147.6;11;24;22;
3320;43.1517;-1.2479;RCP8.5;H1;4.39;10.72;1602.49;62.44;147.3;10;22;21;
3321;43.1549;-1.1498;RCP8.5;H1;4.25;10.02;1551.42;60.2;153.07;11;20;21;
3322;43.158;-1.0517;RCP8.5;H1;4.56;11.12;1663.65;63.22;147.77;10;24;21;
3323;43.1611;-0.9536;RCP8.5;H1;4.24;10.01;1546.9;59.98;152.57;11;19;20;
3324;43.164;-0.8555;RCP8.5;H1;4.35;10.23;1589.13;59.95;153.47;11;20;20;
3325;43.1669;-0.7574;RCP8.5;H1;4.23;10.01;1544.54;60.26;152.37;10;19;19;
3326;43.1697;-0.6593;RCP8.5;H1;3.44;8.63;1256.79;61.2;143.27;9;14;21;
3327;43.1724;-0.5611;RCP8.5;H1;3.48;8.73;1270.28;61.26;143.23;9;15;21;
3328;43.175;-0.463;RCP8.5;H1;3.5;8.79;1279.01;61.64;143.43;9;15;22;
3329;43.1775;-0.3648;RCP8.5;H1;3.59;8.93;1310.98;60.78;144.57;10;16;20;
3330;43.1799;-0.2667;RCP8.5;H1;3.52;8.76;1286.17;60.78;144.57;9;15;20;
3331;43.1823;-0.1685;RCP8.5;H1;3.56;8.85;1301.8;61.08;144.8;10;15;20;
3332;43.1845;-0.0703;RCP8.5;H1;2.83;7.61;1033.86;63.44;132.83;9;9;22;
3333;43.1867;0.0279;RCP8.5;H1;3.21;7.85;1174.17;61.29;146.53;10;12;19;
3334;43.1888;0.126;RCP8.5;H1;3.23;7.97;1181.23;61.61;145.63;10;12;21;
3335;43.1907;0.2242;RCP8.5;H1;2.48;7.27;904.44;65.94;121.63;8;7;26;
3336;43.1926;0.3224;RCP8.5;H1;2.77;7.67;1012.97;63.66;129.4;9;9;23;
3337;43.1944;0.4207;RCP8.5;H1;2.8;7.63;1021.53;63.61;131.23;9;9;23;
3338;43.1961;0.5189;RCP8.5;H1;2.81;7.66;1025.39;63.57;131.3;9;9;23;
3339;43.1977;0.6171;RCP8.5;H1;2.57;7.34;937.84;64.86;125.3;9;7;23;
3340;43.1993;0.7153;RCP8.5;H1;2.39;6.65;873.5;62.99;127.83;9;6;23;
3341;43.2007;0.8136;RCP8.5;H1;2.37;6.6;866.93;62.97;127.73;9;6;23;
3342;43.2021;0.9118;RCP8.5;H1;2.4;6.71;875.92;62.96;126.73;9;6;23;
3343;43.2033;1.01;RCP8.5;H1;2.31;6.54;844.34;63.12;125.37;9;5;22;
3344;43.2045;1.1083;RCP8.5;H1;1.93;6.28;705.07;68.38;109.47;8;4;25;
3345;43.2056;1.2065;RCP8.5;H1;1.94;6.34;709.81;68.54;109;8;5;26;
3346;43.2065;1.3048;RCP8.5;H1;1.95;6.45;711.05;68.87;107.17;7;5;26;
3347;43.2074;1.403;RCP8.5;H1;2.07;6.65;757.24;68.05;111.07;8;5;26;
3348;43.2083;1.5013;RCP8.5;H1;2.12;6.73;775.98;68.45;112.63;7;6;25;
3349;43.209;1.5996;RCP8.5;H1;2.08;6.61;761.01;68.38;112.4;7;6;25;
3350;43.2096;1.6978;RCP8.5;H1;2.09;6.67;763.05;68.12;111.73;7;5;25;
3351;43.2101;1.7961;RCP8.5;H1;2.09;6.82;762.78;70.59;108.6;7;5;26;
3352;43.2106;1.8944;RCP8.5;H1;2.1;6.87;768.74;70.56;108.77;7;6;25;
3353;43.211;1.9926;RCP8.5;H1;2.02;6.64;736.62;70.92;107.73;7;5;24;
3354;43.2112;2.0909;RCP8.5;H1;1.97;6.43;720.16;70.68;108.5;7;5;24;
3355;43.2114;2.1892;RCP8.5;H1;1.97;6.42;718.2;70.65;108.47;7;5;24;
3356;43.2115;2.2874;RCP8.5;H1;1.89;6.44;689.78;71.73;103.37;7;5;25;
3357;43.2115;2.3857;RCP8.5;H1;1.95;6.46;710.96;71.71;106.57;8;5;23;
3358;43.2114;2.484;RCP8.5;H1;1.93;6.43;706.35;71.71;106.47;8;5;23;
3359;43.2112;2.5823;RCP8.5;H1;1.87;8.24;683.18;82.73;80.13;8;7;30;
3360;43.211;2.6805;RCP8.5;H1;1.89;8.31;689.16;82.69;80.27;8;7;30;
3361;43.2106;2.7788;RCP8.5;H1;1.78;8.05;648.5;83.56;77.43;8;7;33;
3362;43.2102;2.8771;RCP8.5;H1;1.77;8.01;645.04;83.49;77.57;7;7;31;
3363;43.2096;2.9753;RCP8.5;H1;1.61;9.01;589.63;88.8;63.5;7;7;37;
3364;43.209;3.0736;RCP8.5;H1;1.58;9;576.47;89.19;61.37;6;7;35;
3365;43.2083;3.1719;RCP8.5;H1;1.58;9;577.23;89.23;61.4;6;7;35;
3391;43.1581;5.7248;RCP8.5;H1;1.82;10.66;666.22;90.26;61.1;5;9;48;
3392;43.1549;5.8229;RCP8.5;H1;1.9;11.2;695.09;90.85;60.8;5;9;51;
3393;43.1517;5.921;RCP8.5;H1;2.18;10.58;794.74;86.08;73.9;6;11;37;
3394;43.1484;6.0191;RCP8.5;H1;2.24;11.74;817.79;88.46;68.5;6;12;42;
3395;43.145;6.1171;RCP8.5;H1;2.15;11.09;786.63;87.8;69.8;6;11;39;
3396;43.1415;6.2152;RCP8.5;H1;1.78;10.57;651.16;90.1;60.6;5;9;49;
3397;43.1379;6.3132;RCP8.5;H1;2.32;11.86;846.96;88.64;70.27;6;12;38;
3398;43.1342;6.4112;RCP8.5;H1;2.4;12.52;876.36;88.78;68.93;6;12;38;
3428;42.9823;9.3444;RCP8.5;H1;2.16;9.58;790.12;82.47;80.33;6;10;34;
3462;43.2201;-1.3505;RCP8.5;H1;4.32;10.63;1578.84;63.78;146.47;11;21;21;
3463;43.2235;-1.2523;RCP8.5;H1;4.19;10.27;1531.21;63.79;146.87;10;20;20;
3464;43.2267;-1.1541;RCP8.5;H1;4.17;9.85;1523.73;60.63;152.6;10;18;19;
3465;43.2298;-1.0559;RCP8.5;H1;4;9.71;1459.38;60.35;148.47;10;17;20;
3466;43.2329;-0.9577;RCP8.5;H1;4.02;9.61;1469.67;60.36;151.2;10;18;20;
3467;43.2359;-0.8595;RCP8.5;H1;3.98;9.52;1452.73;60.38;150.8;10;17;20;
3468;43.2387;-0.7613;RCP8.5;H1;3.94;9.62;1439.81;60.84;147.8;10;17;19;
3469;43.2415;-0.663;RCP8.5;H1;3.35;8.38;1223.74;61.15;143.47;9;13;20;
3470;43.2442;-0.5647;RCP8.5;H1;3.42;8.52;1247.81;61.23;144.1;9;14;20;
3471;43.2468;-0.4665;RCP8.5;H1;3.38;8.55;1236.03;61.38;142.17;10;14;20;
3472;43.2494;-0.3682;RCP8.5;H1;3.38;8.43;1233.2;61.31;143.67;10;14;20;
3473;43.2518;-0.2699;RCP8.5;H1;3.38;8.45;1236.2;61.29;143.77;10;14;20;
3474;43.2541;-0.1716;RCP8.5;H1;3.52;8.72;1287.02;61.24;145.1;10;15;21;
3475;43.2564;-0.0733;RCP8.5;H1;2.87;7.65;1046.5;63.39;134.3;9;10;21;
3476;43.2585;0.025;RCP8.5;H1;2.64;7.53;964.88;65.12;125.63;8;8;21;
3477;43.2606;0.1233;RCP8.5;H1;2.61;7.52;953.36;65.27;124.5;8;9;22;
3478;43.2626;0.2216;RCP8.5;H1;2.48;7.3;904.92;65.96;121.37;8;8;23;
3479;43.2645;0.3199;RCP8.5;H1;2.53;7.4;924.16;65.49;122.27;8;8;22;
3480;43.2663;0.4183;RCP8.5;H1;2.47;7.25;901.36;65.18;121.9;8;7;24;
3481;43.268;0.5166;RCP8.5;H1;2.48;7.27;905.29;65.14;122.13;8;7;24;
3482;43.2696;0.6149;RCP8.5;H1;2.51;7.29;917.97;65.01;123.57;8;7;23;
3483;43.2711;0.7133;RCP8.5;H1;2.37;6.91;865.67;65.4;123.3;8;7;22;
3484;43.2726;0.8116;RCP8.5;H1;2.39;6.65;874.62;62.51;128.13;8;6;22;
3485;43.2739;0.91;RCP8.5;H1;2.33;6.57;849.79;63.24;125.6;8;5;23;
3486;43.2752;1.0084;RCP8.5;H1;2.34;6.57;853.64;63.14;126.1;8;5;23;
3487;43.2764;1.1067;RCP8.5;H1;1.94;6.33;707.31;68.54;108.7;7;4;25;
3488;43.2774;1.2051;RCP8.5;H1;1.91;6.28;697.15;68.76;107.93;7;5;26;
3489;43.2784;1.3035;RCP8.5;H1;1.96;6.48;714.49;69.53;107.37;7;5;26;
3490;43.2793;1.4019;RCP8.5;H1;1.99;6.63;726.26;69.56;106.5;7;5;26;
3491;43.2801;1.5003;RCP8.5;H1;1.94;6.48;706.99;69.86;106.17;7;5;26;
3492;43.2809;1.5986;RCP8.5;H1;1.95;6.5;712.35;69.9;106.67;7;5;26;
3493;43.2815;1.697;RCP8.5;H1;1.95;6.51;711.5;69.82;106.3;7;5;26;
3494;43.282;1.7954;RCP8.5;H1;1.97;6.44;721.16;69.86;108.63;7;5;25;
3495;43.2825;1.8938;RCP8.5;H1;1.96;6.38;715.08;69.8;108.7;7;5;25;
3496;43.2828;1.9922;RCP8.5;H1;1.94;6.4;708.65;69.39;107.17;7;5;24;
3497;43.2831;2.0906;RCP8.5;H1;1.9;6.33;693.62;69.63;105.97;7;5;24;
3498;43.2833;2.189;RCP8.5;H1;1.93;6.39;703.33;69.68;106.5;7;5;24;
3499;43.2834;2.2874;RCP8.5;H1;1.96;6.56;714.61;70.7;105.6;7;5;25;
3500;43.2834;2.3858;RCP8.5;H1;1.91;6.52;698.54;71.45;103.8;8;5;25;
3501;43.2833;2.4842;RCP8.5;H1;1.9;6.47;693.18;71.4;103.63;8;5;25;
